UniqueIdentifier,Department,WorkingStructure,Age,DISC,DISCFirstLetter,DISCFirst2Letters,Nationality,OrganizationalUnit,Gender,HolidayUsed,DevelopmentHours,Year,Level,Performance,FTE,TargetAchievementPortfolio,LeadershipBehaviorPortfolio,Salary,LengthOfService,TargetAchievement,LeadershipBehavior,Title,AbbrOfPosition
549,Department4,Team9,22,IDS,I,ID,German,GNF,Female,24,34,2016,2016,2,1.0,4,2,8226,11.36,2,1,SF3-JPGB03_G12,FL I
550,Department5,Team10,23,DIC,D,DI,French,IDR,Female,28,86,2017,2017,5,1.0,1,3,15147,13.22,1,3,SF-Z-1GB03_G10,FL II
551,Department1,Team11,31,DCSI,D,DC,Polish,VND,Female,38,6,2016,2016,4,1.0,4,2,8741,17.41,1,4,SF-Z-1GB03_G10,FL VI
552,Department2,Team12,54,ISDC,I,IS,Japanese,BRL,Male,1,96,2017,2017,3,1.0,1,1,13084,29.3,3,4,SF3-JPGB03_G12,FL V
553,Department3,Team13,54,SDC,S,SD,Scottish,SEK,Female,28,75,2017,2017,4,0.8,1,1,10397,21.3,3,4,SF-Z-4GB03_G7,FL I
554,Department4,Team14,25,IS,I,IS,Japanese,IDR,Male,20,33,2016,2016,2,1.0,2,2,18449,17.5,2,1,SF-Z-4GB03_G7,FL VI
555,Department5,Team15,31,IDCS,I,ID,Italian,RUB,Female,39,79,2017,2017,5,1.0,3,2,5548,1.79,1,5,SF3-JPGB03_G12,FL I
556,Department1,Team1,68,SD,S,SD,French,EUR,Male,23,98,2017,2017,5,1.0,4,4,13437,14.2,2,1,SF-Z-1GB03_G10,FL II
557,Department2,Team2,22,ICSD,I,IC,British,BGN,Male,28,46,2017,2017,2,1.0,2,1,17349,25.62,5,1,SF1-UK-IEGB3_G9,FL I
558,Department3,Team3,25,DC,D,DC,British,RUB,Female,23,37,2016,2016,4,0.8,2,3,2804,15.39,3,2,SF-Z-4GB03_G7,FL I
559,Department4,Team4,42,DSIC,D,DS,British,ALL,Female,28,78,2017,2017,4,1.0,1,1,13007,12.29,4,5,SF3-JPGB03_G12,FL VI
560,Department5,Team5,76,C,C,C,British,KZT,Male,36,117,2017,2017,3,1.0,1,1,2987,13.11,5,5,SF-Z-1GB03_G10,FL VI
561,Department1,Team6,40,IDS,I,ID,German,CNY,Female,38,49,2017,2017,1,0.6,2,4,8838,1.14,3,5,FG-63GB03_G9,FL II
562,Department2,Team7,76,DCSI,D,DC,Spanish,CNY,Male,33,81,2017,2017,5,1.0,4,2,17126,12.6,3,2,SF1-UK-IEGB3_G9,FL I
563,Department3,Team8,21,DS,D,DS,American,DKK,Female,23,26,2017,2017,3,1.0,3,1,10328,14.0,5,1,SF3-JPGB03_G12,FL V
564,Department4,Team9,23,DC,D,DC,Japanese,BRL,Female,3,9,2016,2016,2,1.0,3,4,15252,9.96,2,4,FG-63GB03_G9,FL V
565,Department5,Team10,22,SIC,S,SI,Scottish,CNY,Male,7,18,2016,2016,2,1.0,4,2,12711,29.01,2,2,FG-63GB03_G9,FL II
566,Department1,Team11,34,SI,S,SI,American,UAH,Female,32,31,2016,2016,3,1.0,3,2,9171,25.56,5,1,SF-Z-4GB03_G7,FL VI
567,Department2,Team12,42,CDSI,C,CD,Italian,ZMW,Male,40,69,2016,2016,1,1.0,3,2,14480,13.33,1,3,FG-63GB03_G9,FL I
568,Department3,Team13,61,CID,C,CI,Polish,PHP,Female,6,55,2016,2016,5,1.0,4,3,4426,20.84,3,1,SF-Z-1GB03_G10,FL V
569,Department4,Team14,31,SDC,S,SD,French,PHP,Male,20,35,2017,2017,2,0.6,3,1,3599,29.22,3,1,SF3-JPGB03_G12,FL II
570,Department5,Team15,34,SDC,S,SD,Japanese,ALL,Female,13,33,2017,2017,3,0.8,3,3,10543,16.29,3,4,SF-Z-4GB03_G7,FL V
571,Department1,Team1,25,SCID,S,SC,Spanish,SEK,Female,22,10,2017,2017,1,1.0,4,4,5949,25.0,1,1,SF-Z-1GB03_G10,FL VI
572,Department2,Team2,40,DCSI,D,DC,Scottish,CNY,Female,24,19,2016,2016,2,1.0,1,3,15928,11.34,2,1,SF-Z-1GB03_G10,FL II
573,Department3,Team3,63,SCDI,S,SC,Scottish,PKR,Female,23,114,2016,2016,2,0.8,3,2,16071,3.17,1,3,SF3-JPGB03_G12,FL II
574,Department4,Team4,56,CISD,C,CI,British,EUR,Female,6,71,2016,2016,1,0.4,3,4,17043,8.47,5,5,FG-63GB03_G9,FL II
575,Department5,Team5,23,DI,D,DI,Italian,MXN,Male,37,28,2017,2017,3,1.0,1,1,2450,15.78,5,2,SF1-UK-IEGB3_G9,FL II
576,Department1,Team6,61,CS,C,CS,Polish,CNY,Female,36,6,2016,2016,5,1.0,3,4,6591,6.56,1,5,SF-Z-4GB03_G7,FL II
578,Department3,Team8,20,DCI,D,DC,British,PHP,Male,19,71,2017,2017,4,1.0,3,2,10190,7.31,4,2,SF1-UK-IEGB3_G9,FL V
579,Department4,Team9,34,CDSI,C,CD,Scottish,AZN,Female,14,67,2016,2016,4,1.0,2,2,1953,1.92,1,1,SF1-UK-IEGB3_G9,FL V
580,Department5,Team10,42,DSCI,D,DS,Japanese,IDR,Male,29,49,2016,2016,5,1.0,3,2,14476,9.2,2,1,SF-Z-1GB03_G10,FL VI
582,Department2,Team12,22,ISDC,I,IS,American,EUR,Male,40,63,2016,2016,4,1.0,3,4,1936,15.47,1,4,FG-63GB03_G9,FL II
584,Department4,Team14,21,CSDI,C,CS,Spanish,CNY,Female,39,91,2016,2016,2,1.0,1,3,10975,19.11,3,3,FG-63GB03_G9,FL V
585,Department5,Team15,23,SI,S,SI,Italian,IDR,Male,9,108,2017,2017,4,1.0,3,3,14229,13.01,2,1,SF-Z-4GB03_G7,FL II
586,Department1,Team1,54,SIDC,S,SI,Polish,PEN,Male,38,41,2017,2017,3,1.0,4,4,4678,19.52,5,5,SF-Z-4GB03_G7,FL V
587,Department2,Team2,34,SDC,S,SD,Japanese,YER,Female,4,10,2017,2017,3,1.0,1,2,4024,7.93,5,1,SF-Z-1GB03_G10,FL VI
588,Department3,Team3,23,IDCS,I,ID,Italian,EUR,Female,35,96,2016,2016,3,0.4,4,1,6724,24.85,4,3,SF-Z-4GB03_G7,FL VI
589,Department4,Team4,23,CSDI,C,CS,Japanese,NOK,Female,10,25,2016,2016,1,0.8,1,3,4202,3.31,5,4,FG-63GB03_G9,FL VI
590,Department5,Team5,25,SID,S,SI,American,PHP,Female,40,19,2017,2017,3,0.8,2,2,13420,23.6,2,3,SF3-JPGB03_G12,FL VI
591,Department1,Team6,56,S,S,S,Japanese,RUB,Female,35,42,2017,2017,3,1.0,3,1,15307,15.01,1,4,SF1-UK-IEGB3_G9,FL VI
592,Department2,Team7,34,SCI,S,SC,Spanish,SEK,Female,33,101,2017,2017,2,0.6,1,4,14647,28.71,3,2,SF3-JPGB03_G12,FL II
594,Department4,Team9,25,DICS,D,DI,Japanese,BDT,Male,6,109,2016,2016,4,1.0,2,2,12670,28.01,1,5,SF-Z-1GB03_G10,FL VI
595,Department5,Team10,63,SCI,S,SC,Italian,BDT,Male,20,90,2017,2017,1,1.0,3,2,2018,7.34,4,5,FG-63GB03_G9,FL II
596,Department1,Team11,42,DSI,D,DS,Scottish,PLN,Male,2,34,2016,2016,1,1.0,4,3,14936,28.93,5,3,SF3-JPGB03_G12,FL V
597,Department2,Team12,34,SD,S,SD,Spanish,ZAR,Female,40,89,2016,2016,4,1.0,4,3,11497,20.53,2,2,SF3-JPGB03_G12,FL I
598,Department3,Team13,34,DIC,D,DI,British,CNY,Male,35,36,2016,2016,1,1.0,4,2,3705,5.69,4,1,FG-63GB03_G9,FL II
599,Department4,Team14,32,DIC,D,DI,Spanish,IDR,Female,23,63,2017,2017,5,1.0,2,1,2580,24.67,3,3,SF-Z-4GB03_G7,FL II
600,Department5,Team15,34,DS,D,DS,British,CNY,Male,4,33,2016,2016,2,1.0,1,1,15200,6.78,4,3,SF-Z-1GB03_G10,FL II
601,Department1,Team1,44,SCDI,S,SC,Italian,SYP,Male,3,1,2017,2017,1,1.0,2,4,2347,1.6,1,4,SF-Z-4GB03_G7,FL I
602,Department2,Team2,44,ISD,I,IS,French,PAB,Female,1,69,2017,2017,5,1.0,2,3,13629,10.59,3,1,FG-63GB03_G9,FL V
603,Department3,Team3,32,DSI,D,DS,German,CNY,Male,7,92,2016,2016,2,1.0,2,3,16074,29.36,5,2,FG-63GB03_G9,FL V
604,Department4,Team4,31,DCS,D,DC,German,PHP,Female,1,22,2017,2017,5,1.0,4,3,10389,6.08,3,4,FG-63GB03_G9,FL II
605,Department5,Team5,23,DIS,D,DI,Spanish,MNT,Female,23,51,2017,2017,4,0.8,4,2,9436,3.18,3,1,FG-63GB03_G9,FL II
606,Department1,Team6,34,SCDI,S,SC,German,CNY,Male,37,9,2016,2016,4,0.4,1,4,8340,2.64,1,1,SF1-UK-IEGB3_G9,FL II
607,Department2,Team7,21,IDC,I,ID,British,PYG,Male,19,12,2017,2017,5,1.0,1,1,11986,23.04,2,5,SF-Z-4GB03_G7,FL V
608,Department3,Team8,22,CID,C,CI,French,AFN,Female,35,37,2016,2016,3,0.8,1,3,16376,16.25,2,2,SF1-UK-IEGB3_G9,FL II
609,Department4,Team9,56,DIC,D,DI,French,IDR,Female,36,18,2017,2017,4,1.0,3,3,15823,24.62,4,3,FG-63GB03_G9,FL V
610,Department5,Team10,61,DCIS,D,DC,American,PHP,Female,3,99,2016,2016,3,1.0,4,1,11584,14.9,4,2,SF-Z-4GB03_G7,FL I
611,Department1,Team11,25,C,C,C,Polish,XAF,Female,18,57,2016,2016,5,1.0,4,1,16000,9.14,4,2,SF1-UK-IEGB3_G9,FL II
612,Department2,Team12,21,SCD,S,SC,American,SEK,Female,15,100,2017,2017,1,1.0,3,1,13561,6.29,2,3,SF-Z-1GB03_G10,FL I
613,Department3,Team13,20,DSIC,D,DS,Polish,PLN,Male,29,54,2016,2016,3,1.0,1,1,14690,5.19,4,2,FG-63GB03_G9,FL II
614,Department4,Team14,76,SD,S,SD,Polish,USD,Female,34,85,2016,2016,1,1.0,3,1,13893,15.34,3,3,SF-Z-4GB03_G7,FL I
615,Department5,Team15,34,SIC,S,SI,Spanish,BRL,Female,31,117,2017,2017,3,1.0,1,4,7781,20.78,2,4,SF1-UK-IEGB3_G9,FL I
616,Department1,Team1,23,DC,D,DC,Japanese,CNY,Male,33,30,2017,2017,5,1.0,4,1,8580,11.67,1,2,SF-Z-4GB03_G7,FL V
617,Department2,Team2,63,DSI,D,DS,Italian,CNY,Female,36,82,2016,2016,3,1.0,1,2,10576,9.52,5,2,SF3-JPGB03_G12,FL V
618,Department3,Team3,20,DIS,D,DI,Scottish,CNY,Male,27,92,2016,2016,5,1.0,1,1,16599,1.89,2,3,SF1-UK-IEGB3_G9,FL II
619,Department4,Team4,20,ICD,I,IC,British,ETB,Female,24,15,2016,2016,5,0.8,4,3,7670,25.24,2,3,SF-Z-4GB03_G7,FL VI
620,Department5,Team5,32,CI,C,CI,Polish,USD,Male,15,57,2017,2017,4,0.8,4,3,18498,17.05,2,4,SF-Z-1GB03_G10,FL II
621,Department1,Team6,20,C,C,C,Polish,PLN,Male,9,32,2017,2017,3,1.0,2,3,10202,21.3,2,3,SF3-JPGB03_G12,FL II
622,Department2,Team7,34,DIS,D,DI,British,PHP,Male,18,18,2017,2017,4,1.0,3,1,8532,22.92,1,5,SF-Z-4GB03_G7,FL II
623,Department3,Team8,54,IC,I,IC,Polish,ARS,Female,19,72,2016,2016,3,1.0,4,3,7604,7.9,5,2,SF1-UK-IEGB3_G9,FL II
624,Department4,Team9,63,ICDS,I,IC,German,CNY,Female,36,108,2016,2016,5,1.0,2,3,17001,11.45,4,1,FG-63GB03_G9,FL II
625,Department5,Team10,34,SDCI,S,SD,French,RUB,Female,26,84,2017,2017,4,1.0,1,3,2776,17.24,4,2,SF-Z-4GB03_G7,FL VI
626,Department1,Team11,34,IS,I,IS,Irish,BRL,Male,9,61,2016,2016,1,1.0,4,4,8483,2.17,3,4,SF-Z-1GB03_G10,FL II
627,Department2,Team12,34,SCDI,S,SC,Italian,CZK,Female,19,16,2017,2017,2,1.0,3,4,18030,12.35,2,4,SF3-JPGB03_G12,FL II
628,Department3,Team13,23,CSDI,C,CS,American,EUR,Male,29,67,2016,2016,5,1.0,3,1,5581,9.62,2,5,SF3-JPGB03_G12,FL II
629,Department4,Team14,44,SDI,S,SD,French,EUR,Male,24,63,2017,2017,3,0.5,3,1,4416,9.07,3,4,SF-Z-1GB03_G10,FL II
630,Department5,Team15,22,SCDI,S,SC,German,IRR,Male,38,115,2016,2016,1,0.4,3,4,13667,5.36,3,5,SF1-UK-IEGB3_G9,FL VI
631,Department1,Team1,25,SID,S,SI,Italian,CNY,Female,20,57,2016,2016,4,1.0,2,1,9096,20.88,3,1,SF3-JPGB03_G12,FL VI
632,Department2,Team2,44,ICD,I,IC,British,IDR,Female,29,20,2017,2017,5,1.0,3,1,9901,8.67,2,2,SF-Z-1GB03_G10,FL I
633,Department3,Team3,34,CDI,C,CD,Irish,MXN,Female,23,20,2016,2016,5,1.0,2,2,11587,11.8,2,5,SF3-JPGB03_G12,FL I
634,Department4,Team4,21,SD,S,SD,French,BGN,Female,0,28,2016,2016,2,0.6,3,2,5470,7.44,3,1,SF-Z-1GB03_G10,FL V
635,Department5,Team5,40,DS,D,DS,Italian,IDR,Female,9,56,2017,2017,2,1.0,4,1,5404,16.33,2,1,FG-63GB03_G9,FL I
636,Department1,Team6,25,CDIS,C,CD,Italian,CUP,Male,21,78,2016,2016,3,0.8,1,2,18960,14.9,3,3,SF3-JPGB03_G12,FL VI
637,Department2,Team7,22,DCS,D,DC,Japanese,MWK,Male,22,77,2017,2017,3,1.0,4,2,16564,13.38,2,1,SF-Z-1GB03_G10,FL VI
638,Department3,Team8,32,DCSI,D,DC,Spanish,PLN,Male,39,45,2017,2017,5,1.0,4,2,10287,3.46,2,4,FG-63GB03_G9,FL II
639,Department4,Team9,76,ICD,I,IC,Italian,CNY,Male,31,26,2016,2016,1,0.8,4,3,8044,22.9,3,4,SF-Z-4GB03_G7,FL I
640,Department5,Team10,34,CI,C,CI,French,JPY,Female,22,0,2017,2017,3,1.0,2,1,17114,12.45,5,3,SF-Z-4GB03_G7,FL II
641,Department1,Team11,54,SDIC,S,SD,Spanish,RUB,Female,16,2,2016,2016,3,1.0,4,2,10436,16.18,1,4,SF-Z-4GB03_G7,FL II
642,Department2,Team12,22,SI,S,SI,Japanese,IDR,Male,13,10,2017,2017,3,1.0,3,2,8268,19.23,5,1,SF3-JPGB03_G12,FL I
643,Department3,Team13,56,SDCI,S,SD,American,CNY,Male,1,93,2017,2017,2,1.0,1,3,17827,18.27,2,1,SF3-JPGB03_G12,FL I
644,Department4,Team14,34,IDS,I,ID,Irish,BRL,Male,4,8,2016,2016,5,1.0,2,1,6228,5.12,1,5,SF3-JPGB03_G12,FL I
645,Department5,Team15,20,DSI,D,DS,American,XAF,Female,35,53,2016,2016,1,1.0,4,3,12621,11.51,3,3,SF-Z-4GB03_G7,FL VI
646,Department1,Team1,44,ISCD,I,IS,Italian,EUR,Male,29,7,2017,2017,1,0.4,3,1,2909,15.8,3,1,SF-Z-4GB03_G7,FL I
647,Department2,Team2,34,DCS,D,DC,Spanish,CZK,Female,36,26,2017,2017,2,1.0,3,4,10897,28.83,1,2,SF-Z-1GB03_G10,FL VI
648,Department3,Team3,25,ICDS,I,IC,Scottish,JPY,Female,1,85,2016,2016,2,1.0,3,2,16306,17.38,5,4,SF-Z-1GB03_G10,FL V
649,Department4,Team4,34,DSIC,D,DS,Japanese,EUR,Female,6,9,2016,2016,1,1.0,2,4,12371,13.96,4,2,SF3-JPGB03_G12,FL VI
650,Department5,Team5,20,IDCS,I,ID,German,RUB,Female,38,81,2017,2017,1,1.0,1,1,15850,3.99,4,1,FG-63GB03_G9,FL II
651,Department1,Team6,56,ISCD,I,IS,Polish,EUR,Male,12,99,2017,2017,1,0.8,1,4,17326,20.75,1,2,SF1-UK-IEGB3_G9,FL VI
652,Department2,Team7,34,DI,D,DI,German,CNY,Male,38,34,2017,2017,2,1.0,1,3,14230,1.5,3,1,SF-Z-4GB03_G7,FL II
653,Department3,Team8,44,DCI,D,DC,Scottish,CNY,Male,3,3,2016,2016,4,1.0,2,3,13774,3.95,3,1,SF1-UK-IEGB3_G9,FL V
654,Department4,Team9,44,I,I,I,British,CNY,Male,13,70,2017,2017,3,1.0,3,4,13759,5.02,4,1,SF-Z-4GB03_G7,FL I
655,Department5,Team10,42,CISD,C,CI,French,EUR,Female,25,38,2016,2016,5,0.8,3,1,11974,29.75,4,2,SF3-JPGB03_G12,FL VI
657,Department2,Team12,25,SIDC,S,SI,Japanese,CNY,Male,15,5,2016,2016,4,0.5,2,2,15166,8.65,4,1,SF1-UK-IEGB3_G9,FL V
658,Department3,Team13,42,D,D,D,French,SEK,Male,8,10,2016,2016,4,1.0,1,3,4565,20.41,2,4,SF-Z-4GB03_G7,FL VI
659,Department4,Team14,42,CSID,C,CS,German,CNY,Male,10,39,2016,2016,2,1.0,2,3,18546,4.37,2,2,FG-63GB03_G9,FL VI
662,Department2,Team2,34,D,D,D,Irish,JPY,Male,5,101,2017,2017,3,1.0,2,4,5665,26.44,2,1,SF1-UK-IEGB3_G9,FL II
663,Department3,Team3,56,SDC,S,SD,Italian,THB,Female,19,40,2016,2016,4,1.0,4,1,16226,2.07,3,3,SF-Z-4GB03_G7,FL VI
664,Department4,Team4,23,IC,I,IC,British,BRL,Female,17,97,2017,2017,4,1.0,4,4,3081,6.04,3,5,FG-63GB03_G9,FL II
665,Department5,Team5,63,IDS,I,ID,American,PLN,Female,22,64,2016,2016,4,1.0,2,3,5375,26.34,5,2,SF-Z-4GB03_G7,FL II
666,Department1,Team6,22,ISDC,I,IS,Spanish,AFN,Male,7,114,2017,2017,5,1.0,1,1,5038,27.24,5,3,SF-Z-1GB03_G10,FL VI
667,Department2,Team7,68,DCS,D,DC,Japanese,PLN,Female,25,48,2016,2016,3,1.0,3,3,10747,17.65,1,5,SF-Z-1GB03_G10,FL I
668,Department3,Team8,25,CSD,C,CS,German,KRW,Male,33,117,2016,2016,2,0.4,4,4,10730,5.41,4,4,SF-Z-4GB03_G7,FL V
669,Department4,Team9,25,SICD,S,SI,Spanish,USD,Male,29,111,2017,2017,1,1.0,3,3,2197,18.39,2,2,FG-63GB03_G9,FL II
670,Department5,Team10,32,DIS,D,DI,Japanese,HRK,Female,15,37,2017,2017,5,0.5,3,1,6115,27.03,5,2,SF-Z-4GB03_G7,FL II
671,Department1,Team11,40,ISD,I,IS,Spanish,SLL,Male,30,66,2016,2016,2,1.0,3,3,5809,4.84,5,3,FG-63GB03_G9,FL V
672,Department2,Team12,32,CIDS,C,CI,American,KZT,Male,27,54,2016,2016,2,1.0,1,4,13793,25.64,1,1,FG-63GB03_G9,FL VI
673,Department3,Team13,54,CDSI,C,CD,Japanese,IDR,Male,27,111,2016,2016,3,1.0,4,1,2278,19.04,1,1,SF-Z-4GB03_G7,FL V
674,Department4,Team14,22,ISDC,I,IS,American,RUB,Female,9,11,2017,2017,5,1.0,1,1,15863,6.19,4,4,SF1-UK-IEGB3_G9,FL V
675,Department5,Team15,25,C,C,C,British,EUR,Male,2,55,2016,2016,5,1.0,4,1,14099,4.85,1,5,FG-63GB03_G9,FL V
677,Department2,Team2,56,C,C,C,Italian,CNY,Female,22,26,2016,2016,3,1.0,3,1,14389,5.61,5,4,FG-63GB03_G9,FL VI
678,Department3,Team3,23,SICD,S,SI,Scottish,RUB,Male,32,16,2016,2016,1,1.0,1,3,11368,20.96,4,3,FG-63GB03_G9,FL VI
679,Department4,Team4,20,CSID,C,CS,Irish,EUR,Female,39,62,2016,2016,1,1.0,3,2,4751,5.75,2,2,SF-Z-4GB03_G7,FL II
680,Department5,Team5,34,DISC,D,DI,French,BRL,Male,10,115,2016,2016,3,1.0,1,3,16048,15.04,3,5,SF-Z-1GB03_G10,FL VI
681,Department1,Team6,22,CI,C,CI,American,CNY,Female,25,87,2017,2017,5,1.0,2,3,4101,9.7,5,3,SF1-UK-IEGB3_G9,FL VI
682,Department2,Team7,56,CIS,C,CI,Scottish,CAD,Female,32,111,2017,2017,1,1.0,2,2,2334,2.22,1,3,FG-63GB03_G9,FL II
683,Department3,Team8,54,SICD,S,SI,Spanish,CNY,Female,23,28,2017,2017,3,1.0,1,4,18690,4.12,3,3,SF3-JPGB03_G12,FL I
684,Department4,Team9,34,DISC,D,DI,Scottish,IDR,Female,6,55,2016,2016,1,0.8,3,2,17513,27.96,5,5,FG-63GB03_G9,FL V
685,Department5,Team10,23,DCS,D,DC,German,EUR,Female,21,16,2016,2016,3,1.0,4,4,7364,24.31,4,2,SF3-JPGB03_G12,FL II
687,Department2,Team12,25,SDCI,S,SD,Spanish,USD,Female,20,76,2017,2017,1,1.0,3,1,15071,11.05,1,3,FG-63GB03_G9,FL VI
688,Department3,Team13,56,IDSC,I,ID,American,PHP,Male,33,114,2017,2017,2,1.0,4,3,13860,6.25,3,5,FG-63GB03_G9,FL I
689,Department4,Team14,21,DC,D,DC,Japanese,PLN,Female,32,105,2017,2017,5,1.0,1,4,17901,8.4,5,5,SF-Z-4GB03_G7,FL V
690,Department5,Team15,34,DIS,D,DI,Italian,CNY,Male,5,106,2017,2017,5,1.0,4,4,7969,10.21,4,4,SF-Z-1GB03_G10,FL VI
691,Department1,Team1,20,DC,D,DC,Spanish,CNY,Male,35,110,2016,2016,5,0.8,3,1,5970,12.97,1,1,SF-Z-4GB03_G7,FL I
692,Department2,Team2,32,IC,I,IC,Italian,PHP,Male,11,85,2016,2016,1,1.0,1,2,11054,29.2,3,5,SF3-JPGB03_G12,FL II
693,Department3,Team3,31,IDSC,I,ID,Italian,MXN,Female,37,85,2016,2016,1,1.0,2,3,14996,21.02,4,3,FG-63GB03_G9,FL V
694,Department4,Team4,25,SIDC,S,SI,Irish,CNY,Male,0,32,2017,2017,4,1.0,2,3,13613,3.87,1,4,SF-Z-1GB03_G10,FL I
695,Department5,Team5,23,ICDS,I,IC,Italian,CNY,Male,21,105,2016,2016,4,1.0,2,1,9108,10.35,3,1,SF-Z-1GB03_G10,FL VI
696,Department1,Team6,22,CIDS,C,CI,American,BWP,Female,6,115,2016,2016,3,1.0,4,3,6447,21.93,4,3,SF1-UK-IEGB3_G9,FL II
697,Department2,Team7,42,CID,C,CI,British,IRR,Male,20,83,2017,2017,5,1.0,3,1,12384,26.85,3,2,FG-63GB03_G9,FL V
698,Department3,Team8,32,CDI,C,CD,British,IDR,Male,10,83,2016,2016,3,1.0,1,3,5616,25.51,5,4,FG-63GB03_G9,FL V
699,Department4,Team9,23,CDI,C,CD,Japanese,NGN,Female,24,3,2017,2017,4,1.0,1,1,14718,13.88,4,1,SF1-UK-IEGB3_G9,FL II
700,Department5,Team10,56,DI,D,DI,Scottish,CNY,Female,12,19,2017,2017,1,1.0,2,4,11664,14.67,5,2,SF1-UK-IEGB3_G9,FL II
701,Department1,Team11,23,CI,C,CI,Scottish,BRL,Male,28,3,2016,2016,3,0.4,3,4,8699,27.18,5,5,SF-Z-4GB03_G7,FL VI
702,Department2,Team12,34,SDIC,S,SD,Polish,RUB,Male,20,98,2016,2016,3,1.0,3,1,17763,7.5,2,4,FG-63GB03_G9,FL VI
704,Department4,Team14,42,DCI,D,DC,Scottish,CZK,Male,8,47,2017,2017,2,0.6,4,4,7228,22.51,2,4,SF1-UK-IEGB3_G9,FL I
705,Department5,Team15,61,SDI,S,SD,Polish,PYG,Female,16,45,2016,2016,5,1.0,4,1,16344,1.97,5,4,FG-63GB03_G9,FL II
706,Department1,Team1,22,SDCI,S,SD,Irish,EUR,Female,33,22,2016,2016,4,1.0,1,2,14510,18.53,5,3,SF1-UK-IEGB3_G9,FL VI
707,Department2,Team2,54,ISD,I,IS,Polish,CNY,Male,18,95,2016,2016,4,1.0,3,4,9126,2.05,1,1,FG-63GB03_G9,FL V
708,Department3,Team3,76,CIDS,C,CI,American,IDR,Male,3,113,2016,2016,3,1.0,4,1,7997,16.25,2,5,FG-63GB03_G9,FL V
709,Department4,Team4,44,ISD,I,IS,British,PLN,Female,10,45,2016,2016,5,0.4,1,3,14565,28.14,1,5,SF3-JPGB03_G12,FL II
710,Department5,Team5,23,CSD,C,CS,Irish,SOS,Female,24,83,2017,2017,4,1.0,1,1,3359,14.72,5,3,SF-Z-4GB03_G7,FL II
711,Department1,Team6,20,IDSC,I,ID,British,NGN,Male,16,46,2017,2017,3,0.6,3,1,13129,27.66,1,5,SF-Z-1GB03_G10,FL VI
712,Department2,Team7,34,ICSD,I,IC,Spanish,CNY,Female,40,55,2016,2016,5,1.0,1,4,12706,11.28,4,1,SF1-UK-IEGB3_G9,FL I
713,Department3,Team8,34,ID,I,ID,Spanish,PHP,Male,36,51,2017,2017,1,1.0,1,2,11442,9.51,2,5,SF-Z-4GB03_G7,FL VI
714,Department4,Team9,25,DI,D,DI,Irish,PHP,Male,28,7,2016,2016,4,0.5,3,2,2606,18.62,1,1,FG-63GB03_G9,FL II
715,Department5,Team10,76,C,C,C,American,IDR,Male,38,50,2016,2016,1,1.0,3,3,14257,29.81,2,1,SF1-UK-IEGB3_G9,FL I
716,Department1,Team11,68,ISD,I,IS,Polish,CAD,Male,8,1,2016,2016,3,0.8,3,2,10323,24.16,5,3,SF-Z-4GB03_G7,FL I
717,Department2,Team12,54,CI,C,CI,Irish,BRL,Female,40,55,2016,2016,3,1.0,1,2,18898,6.66,1,4,FG-63GB03_G9,FL VI
718,Department3,Team13,44,D,D,D,Japanese,IDR,Female,21,81,2016,2016,2,0.6,1,1,6029,18.8,3,3,FG-63GB03_G9,FL I
720,Department5,Team15,34,CI,C,CI,American,CNY,Female,22,118,2016,2016,5,1.0,2,3,4239,10.62,3,2,SF3-JPGB03_G12,FL V
722,Department2,Team2,22,DIC,D,DI,Polish,CDF,Female,28,65,2017,2017,3,1.0,3,3,7274,28.54,4,4,SF3-JPGB03_G12,FL II
723,Department3,Team3,25,CSI,C,CS,Irish,SEK,Female,28,32,2017,2017,3,0.5,3,2,8315,26.31,5,5,FG-63GB03_G9,FL VI
724,Department4,Team4,44,ICSD,I,IC,Scottish,RUB,Female,7,91,2017,2017,5,1.0,1,4,12706,10.03,2,1,SF-Z-4GB03_G7,FL VI
725,Department5,Team5,34,S,S,S,American,CNY,Male,20,4,2016,2016,5,1.0,2,4,15146,7.07,5,1,SF1-UK-IEGB3_G9,FL II
726,Department1,Team6,34,CDSI,C,CD,Irish,LKR,Male,28,4,2017,2017,4,0.6,1,1,11205,26.35,1,5,FG-63GB03_G9,FL II
727,Department2,Team7,76,ICDS,I,IC,Italian,EUR,Male,17,69,2017,2017,4,1.0,3,1,14463,29.87,3,4,FG-63GB03_G9,FL II
729,Department4,Team9,56,DIC,D,DI,British,HTG,Male,1,61,2016,2016,2,1.0,4,1,12186,14.36,3,2,FG-63GB03_G9,FL VI
730,Department5,Team10,31,DI,D,DI,Polish,CNY,Female,6,106,2017,2017,4,1.0,3,1,6530,13.21,3,3,SF1-UK-IEGB3_G9,FL VI
731,Department1,Team11,22,DISC,D,DI,German,IDR,Female,13,73,2017,2017,1,1.0,2,1,15355,18.83,2,5,SF-Z-1GB03_G10,FL I
732,Department2,Team12,34,SDC,S,SD,Spanish,EUR,Female,22,24,2016,2016,4,0.6,4,4,2510,15.04,1,3,SF-Z-4GB03_G7,FL II
733,Department3,Team13,42,DCI,D,DC,Scottish,CZK,Male,35,55,2017,2017,4,1.0,1,4,18546,21.8,3,2,SF3-JPGB03_G12,FL II
